,date,link,home,away,away_ML,home_ML,away_open,home_open
0,20151027,/betting-odds/nba-basketball/2882462/odds/,Chicago,Cleveland,+105,-125,+1½,-1½
1,20151027,/betting-odds/nba-basketball/2882461/odds/,Atlanta,Detroit,+325,-400,+8,-8
2,20151027,/betting-odds/nba-basketball/2882463/odds/,Golden State,New Orleans,+170,-200,+8½,-8½
3,20151028,/betting-odds/nba-basketball/2882464/odds/,Orlando,Washington,-160,+140,-4,+4
4,20151028,/betting-odds/nba-basketball/2882466/odds/,Boston,Philadelphia,+185,-225,+11,-11
5,20151028,/betting-odds/nba-basketball/2882469/odds/,Toronto,Indiana,-,-,+5,-5
6,20151028,/betting-odds/nba-basketball/2882465/odds/,Brooklyn,Chicago,-160,+140,-4,+4
7,20151028,/betting-odds/nba-basketball/2882468/odds/,Miami,Charlotte,+100,-120,+7,-7
8,20151028,/betting-odds/nba-basketball/2882467/odds/,Detroit,Utah,-105,-115,+1½,-1½
9,20151028,/betting-odds/nba-basketball/2882471/odds/,Oklahoma City,San Antonio,+165,-190,+3½,-3½
10,20151028,/betting-odds/nba-basketball/2882470/odds/,Milwaukee,New York,+260,-320,+5,-5
11,20151028,/betting-odds/nba-basketball/2882472/odds/,Houston,Denver,+360,-450,+9½,-9½
12,20151028,/betting-odds/nba-basketball/2882473/odds/,Memphis,Cleveland,+335,-420,+4,-4
13,20151028,/betting-odds/nba-basketball/2882476/odds/,Portland,New Orleans,-240,+200,PK,PK
14,20151028,/betting-odds/nba-basketball/2882475/odds/,Phoenix,Dallas,+280,-340,+3½,-3½
15,20151028,/betting-odds/nba-basketball/2882474/odds/,Sacramento,L.A. Clippers,-120,+100,-5½,+5½
16,20151028,/betting-odds/nba-basketball/2882477/odds/,L.A. Lakers,Minnesota,-150,+130,+5,-5
17,20151029,/betting-odds/nba-basketball/2882478/odds/,Indiana,Memphis,-155,+135,-2,+2
18,20151029,/betting-odds/nba-basketball/2882479/odds/,New York,Atlanta,+135,-155,-3½,+3½
19,20151029,/betting-odds/nba-basketball/2882480/odds/,L.A. Clippers,Dallas,+255,-310,+11,-11
20,20151030,/betting-odds/nba-basketball/2882482/odds/,Cleveland,Miami,+125,-145,+6½,-6½
21,20151030,/betting-odds/nba-basketball/2882483/odds/,Philadelphia,Utah,+120,-140,-7,+7
22,20151030,/betting-odds/nba-basketball/2882481/odds/,Orlando,Oklahoma City,-550,+425,-8½,+8½
23,20151030,/betting-odds/nba-basketball/2882484/odds/,Boston,Toronto,+120,-140,+2½,-2½
24,20151030,/betting-odds/nba-basketball/2882485/odds/,Detroit,Chicago,-120,+100,-2½,+2½
25,20151030,/betting-odds/nba-basketball/2882486/odds/,Milwaukee,Washington,-145,+125,-1½,+1½
26,20151030,/betting-odds/nba-basketball/2882487/odds/,Atlanta,Charlotte,+140,-160,+5,-5
27,20151030,/betting-odds/nba-basketball/2882488/odds/,San Antonio,Brooklyn,+700,-1100,+14½,-14½
28,20151030,/betting-odds/nba-basketball/2882489/odds/,Denver,Minnesota,+210,-250,+4,-4
29,20151030,/betting-odds/nba-basketball/2882490/odds/,Houston,Golden State,+175,-210,-1½,+1½
30,20151030,/betting-odds/nba-basketball/2882491/odds/,Sacramento,L.A. Lakers,-185,+160,+6½,-6½
31,20151030,/betting-odds/nba-basketball/2882492/odds/,Phoenix,Portland,+110,-130,+4½,-4½
32,20151031,/betting-odds/nba-basketball/2882494/odds/,Indiana,Utah,-130,+110,+3,-3
33,20151031,/betting-odds/nba-basketball/2882493/odds/,Washington,New York,+250,-300,+7,-7
34,20151031,/betting-odds/nba-basketball/2882495/odds/,New Orleans,Golden State,-260,+220,-5,+5
35,20151031,/betting-odds/nba-basketball/2882496/odds/,Memphis,Brooklyn,+180,-220,+12,-12
36,20151031,/betting-odds/nba-basketball/2882497/odds/,Portland,Phoenix,+130,-150,+2,-2
37,20151031,/betting-odds/nba-basketball/2882498/odds/,L.A. Clippers,Sacramento,+250,-300,+10½,-10½
38,20151101,/betting-odds/nba-basketball/2882499/odds/,Charlotte,Atlanta,+110,-130,-1,+1
39,20151101,/betting-odds/nba-basketball/2882500/odds/,Boston,San Antonio,+105,-125,-5,+5
40,20151101,/betting-odds/nba-basketball/2882502/odds/,Toronto,Milwaukee,-145,+125,+7,-7
41,20151101,/betting-odds/nba-basketball/2882501/odds/,Miami,Houston,+270,-330,+2,-2
42,20151101,/betting-odds/nba-basketball/2882503/odds/,Chicago,Orlando,+105,-125,+8,-8
43,20151101,/betting-odds/nba-basketball/2882504/odds/,Oklahoma City,Denver,+250,-300,+12,-12
44,20151101,/betting-odds/nba-basketball/2882505/odds/,L.A. Lakers,Dallas,+100,-120,-2½,+2½
45,20151102,/betting-odds/nba-basketball/2882506/odds/,Philadelphia,Cleveland,-,-,-12½,+12½
46,20151102,/betting-odds/nba-basketball/2882508/odds/,New York,San Antonio,-125,+105,-7½,+7½
47,20151102,/betting-odds/nba-basketball/2882507/odds/,Brooklyn,Milwaukee,+155,-175,-1,+1
48,20151102,/betting-odds/nba-basketball/2882509/odds/,Houston,Oklahoma City,+115,-135,-1,+1
49,20151102,/betting-odds/nba-basketball/2882510/odds/,Minnesota,Portland,+145,-165,+5½,-5½
50,20151102,/betting-odds/nba-basketball/2882512/odds/,Golden State,Memphis,-115,-105,+8½,-8½
51,20151102,/betting-odds/nba-basketball/2882511/odds/,L.A. Clippers,Phoenix,+155,-175,+9½,-9½
52,20151103,/betting-odds/nba-basketball/2882513/odds/,Charlotte,Chicago,-475,+380,-3½,+3½
53,20151103,/betting-odds/nba-basketball/2882515/odds/,Miami,Atlanta,+260,-320,+4,-4
54,20151103,/betting-odds/nba-basketball/2882514/odds/,Detroit,Indiana,+265,-325,+5½,-5½
55,20151103,/betting-odds/nba-basketball/2882516/odds/,New Orleans,Orlando,+340,-425,+3,-3
56,20151103,/betting-odds/nba-basketball/2882517/odds/,Dallas,Toronto,-155,+135,-1½,+1½
57,20151103,/betting-odds/nba-basketball/2882518/odds/,Sacramento,Memphis,+105,-125,-4½,+4½
58,20151103,/betting-odds/nba-basketball/2882519/odds/,L.A. Lakers,Denver,+135,-155,-1,+1
59,20151104,/betting-odds/nba-basketball/2882520/odds/,Washington,San Antonio,-145,+125,-3½,+3½
60,20151104,/betting-odds/nba-basketball/2882521/odds/,Indiana,Boston,-150,+130,-2½,+2½
61,20151104,/betting-odds/nba-basketball/2882522/odds/,Cleveland,New York,-,-,+9,-9
62,20151104,/betting-odds/nba-basketball/2882525/odds/,Atlanta,Brooklyn,+255,-310,+8½,-8½
63,20151104,/betting-odds/nba-basketball/2882524/odds/,Milwaukee,Philadelphia,+235,-275,+10,-10
64,20151104,/betting-odds/nba-basketball/2882526/odds/,Houston,Orlando,+145,-165,+8½,-8½
65,20151104,/betting-odds/nba-basketball/2882523/odds/,Oklahoma City,Toronto,+265,-325,+9,-9
66,20151104,/betting-odds/nba-basketball/2882528/odds/,Utah,Portland,+275,-335,+6,-6
67,20151104,/betting-odds/nba-basketball/2882527/odds/,Phoenix,Sacramento,+165,-190,+9,-9
68,20151104,/betting-odds/nba-basketball/2882529/odds/,Golden State,L.A. Clippers,+145,-165,+7½,-7½
69,20151105,/betting-odds/nba-basketball/2882530/odds/,Chicago,Oklahoma City,-140,+120,+1,-1
70,20151105,/betting-odds/nba-basketball/2882531/odds/,Minnesota,Miami,+110,-130,-3½,+3½
71,20151105,/betting-odds/nba-basketball/2882532/odds/,Dallas,Charlotte,+130,-150,+4,-4
72,20151105,/betting-odds/nba-basketball/2882533/odds/,Denver,Utah,-150,+130,-2,+2
73,20151105,/betting-odds/nba-basketball/2882534/odds/,Portland,Memphis,-200,+170,-4½,+4½
74,20151106,/betting-odds/nba-basketball/2882535/odds/,Orlando,Toronto,-330,+270,-5½,+5½
75,20151106,/betting-odds/nba-basketball/2882539/odds/,Brooklyn,L.A. Lakers,+165,-190,+3,-3
76,20151106,/betting-odds/nba-basketball/2882538/odds/,Boston,Washington,-320,+260,PK,PK
77,20151106,/betting-odds/nba-basketball/2882537/odds/,Cleveland,Philadelphia,+475,-650,+15,-15
78,20151106,/betting-odds/nba-basketball/2882536/odds/,New York,Milwaukee,+125,-145,+1½,-1½
79,20151106,/betting-odds/nba-basketball/2882541/odds/,Indiana,Miami,-,-,-,-
80,20151106,/betting-odds/nba-basketball/2882540/odds/,New Orleans,Atlanta,+145,-165,-2½,+2½
81,20151106,/betting-odds/nba-basketball/2882542/odds/,Phoenix,Detroit,+150,-170,+5,-5
82,20151106,/betting-odds/nba-basketball/2882543/odds/,Sacramento,Houston,+110,-130,-5½,+5½
83,20151106,/betting-odds/nba-basketball/2882544/odds/,Golden State,Denver,+160,-185,+17,-17
84,20151107,/betting-odds/nba-basketball/2882545/odds/,Chicago,Minnesota,+260,-320,+9½,-9½
85,20151107,/betting-odds/nba-basketball/2882546/odds/,Philadelphia,Orlando,-,-,-4,+4
86,20151107,/betting-odds/nba-basketball/2882547/odds/,Atlanta,Washington,+200,-240,+3,-3
87,20151107,/betting-odds/nba-basketball/2882550/odds/,San Antonio,Charlotte,+220,-260,+10,-10
88,20151107,/betting-odds/nba-basketball/2882549/odds/,Milwaukee,Brooklyn,+220,-260,+5½,-5½
89,20151107,/betting-odds/nba-basketball/2882548/odds/,Dallas,New Orleans,+210,-250,+5,-5
90,20151107,/betting-odds/nba-basketball/2882551/odds/,Utah,Memphis,-175,+155,PK,PK
91,20151107,/betting-odds/nba-basketball/2882552/odds/,Sacramento,Golden State,-330,+270,-13½,+13½
92,20151107,/betting-odds/nba-basketball/2882553/odds/,L.A. Clippers,Houston,+158,-180,+8,-8
93,20151108,/betting-odds/nba-basketball/2882554/odds/,New York,L.A. Lakers,+185,-225,+4½,-4½
94,20151108,/betting-odds/nba-basketball/2882555/odds/,Cleveland,Indiana,+170,-200,+7½,-7½
95,20151108,/betting-odds/nba-basketball/2882556/odds/,Miami,Toronto,+130,-150,+2½,-2½
96,20151108,/betting-odds/nba-basketball/2882557/odds/,Oklahoma City,Phoenix,+170,-200,+8,-8
97,20151108,/betting-odds/nba-basketball/2882558/odds/,Portland,Detroit,-185,+160,+1½,-1½
98,20151109,/betting-odds/nba-basketball/2882560/odds/,Philadelphia,Chicago,-185,+160,-7½,+7½
99,20151109,/betting-odds/nba-basketball/2882559/odds/,Indiana,Orlando,+150,-170,+3½,-3½
100,20151109,/betting-odds/nba-basketball/2882561/odds/,Atlanta,Minnesota,-,-,+9,-9
101,20151109,/betting-odds/nba-basketball/2882562/odds/,Denver,Portland,-120,+100,+2,-2
102,20151109,/betting-odds/nba-basketball/2882563/odds/,Sacramento,San Antonio,-210,+175,-8½,+8½
103,20151109,/betting-odds/nba-basketball/2882564/odds/,L.A. Clippers,Memphis,+245,-290,+5,-5
104,20151109,/betting-odds/nba-basketball/2882565/odds/,Golden State,Detroit,+235,-275,+14,-14
105,20151110,/betting-odds/nba-basketball/2882566/odds/,Washington,Oklahoma City,+120,-140,-4½,+4½
106,20151110,/betting-odds/nba-basketball/2882567/odds/,Cleveland,Utah,+145,-165,+5½,-5½
107,20151110,/betting-odds/nba-basketball/2882568/odds/,Miami,L.A. Lakers,+345,-430,+12½,-12½
108,20151110,/betting-odds/nba-basketball/2882569/odds/,Toronto,New York,+310,-370,+8,-8
109,20151110,/betting-odds/nba-basketball/2882572/odds/,New Orleans,Dallas,-240,+200,+1½,-1½
110,20151110,/betting-odds/nba-basketball/2882571/odds/,Minnesota,Charlotte,-135,+115,-1½,+1½
111,20151110,/betting-odds/nba-basketball/2882570/odds/,Milwaukee,Boston,-120,+100,+1,-1
112,20151111,/betting-odds/nba-basketball/2882575/odds/,Orlando,L.A. Lakers,+170,-200,+7½,-7½
113,20151111,/betting-odds/nba-basketball/2882573/odds/,Philadelphia,Toronto,-225,+185,-9½,+9½
114,20151111,/betting-odds/nba-basketball/2882574/odds/,Charlotte,New York,+180,-220,+5,-5
115,20151111,/betting-odds/nba-basketball/2882576/odds/,Boston,Indiana,+135,-155,+2½,-2½
116,20151111,/betting-odds/nba-basketball/2882580/odds/,Dallas,L.A. Clippers,-280,+240,-7,+7
117,20151111,/betting-odds/nba-basketball/2882578/odds/,Atlanta,New Orleans,+550,-800,+9½,-9½
118,20151111,/betting-odds/nba-basketball/2882579/odds/,Memphis,Golden State,-165,+145,-7,+7
119,20151111,/betting-odds/nba-basketball/2882577/odds/,Houston,Brooklyn,+375,-470,+12½,-12½
120,20151111,/betting-odds/nba-basketball/2882581/odds/,Denver,Milwaukee,+250,-300,+2½,-2½
121,20151111,/betting-odds/nba-basketball/2882582/odds/,Sacramento,Detroit,-250,+210,+1½,-1½
122,20151111,/betting-odds/nba-basketball/2882583/odds/,Portland,San Antonio,+100,-120,-7½,+7½
123,20151112,/betting-odds/nba-basketball/2882584/odds/,Miami,Utah,+120,-140,+5,-5
124,20151112,/betting-odds/nba-basketball/2882585/odds/,Minnesota,Golden State,-155,+135,-7½,+7½
125,20151112,/betting-odds/nba-basketball/2882586/odds/,Phoenix,L.A. Clippers,+115,-135,-2½,+2½
126,20151113,/betting-odds/nba-basketball/2882588/odds/,Orlando,Utah,-230,+190,-1,+1
127,20151113,/betting-odds/nba-basketball/2882587/odds/,Indiana,Minnesota,+105,-125,+7,-7
128,20151113,/betting-odds/nba-basketball/2882590/odds/,New York,Cleveland,-350,+290,-6,+6
129,20151113,/betting-odds/nba-basketball/2882589/odds/,Toronto,New Orleans,+400,-500,+9½,-9½
130,20151113,/betting-odds/nba-basketball/2882591/odds/,Boston,Atlanta,-135,+115,PK,PK
131,20151113,/betting-odds/nba-basketball/2882593/odds/,Oklahoma City,Philadelphia,+325,-400,+13,-13
132,20151113,/betting-odds/nba-basketball/2882594/odds/,Memphis,Portland,+190,-230,+7,-7
133,20151113,/betting-odds/nba-basketball/2882592/odds/,Chicago,Charlotte,+158,-180,+7,-7
134,20151113,/betting-odds/nba-basketball/2882595/odds/,Dallas,L.A. Lakers,+170,-200,+7½,-7½
135,20151113,/betting-odds/nba-basketball/2882596/odds/,Denver,Houston,-410,+330,-5,+5
136,20151113,/betting-odds/nba-basketball/2882597/odds/,Sacramento,Brooklyn,+290,-350,+6,-6
137,20151114,/betting-odds/nba-basketball/2882598/odds/,L.A. Clippers,Detroit,+175,-210,+3½,-3½
138,20151114,/betting-odds/nba-basketball/2882599/odds/,Washington,Orlando,+220,-260,+6,-6
139,20151114,/betting-odds/nba-basketball/2882600/odds/,Houston,Dallas,+550,-800,+6,-6
140,20151114,/betting-odds/nba-basketball/2882602/odds/,Milwaukee,Cleveland,-250,+210,-5½,+5½
141,20151114,/betting-odds/nba-basketball/2882601/odds/,San Antonio,Philadelphia,+400,-500,+17,-17
142,20151114,/betting-odds/nba-basketball/2882603/odds/,Phoenix,Denver,-180,+158,+8,-8
143,20151114,/betting-odds/nba-basketball/2882604/odds/,Golden State,Brooklyn,+590,-880,+18½,-18½
144,20151115,/betting-odds/nba-basketball/2882605/odds/,New York,New Orleans,+105,-125,+2½,-2½
145,20151115,/betting-odds/nba-basketball/2882606/odds/,Minnesota,Memphis,-130,+110,-2½,+2½
146,20151115,/betting-odds/nba-basketball/2882607/odds/,Charlotte,Portland,-220,+180,+4½,-4½
147,20151115,/betting-odds/nba-basketball/2882608/odds/,Atlanta,Utah,-125,+105,+5½,-5½
148,20151115,/betting-odds/nba-basketball/2882609/odds/,Oklahoma City,Boston,+115,-135,+5½,-5½
149,20151115,/betting-odds/nba-basketball/2882610/odds/,Sacramento,Toronto,-125,+105,-2,+2
150,20151115,/betting-odds/nba-basketball/2882611/odds/,L.A. Lakers,Detroit,-220,+180,-4,+4
151,20151116,/betting-odds/nba-basketball/2882612/odds/,Philadelphia,Dallas,-215,+178,-8½,+8½
152,20151116,/betting-odds/nba-basketball/2882614/odds/,Chicago,Indiana,+115,-135,+4½,-4½
153,20151116,/betting-odds/nba-basketball/2882613/odds/,Houston,Boston,+190,-230,+4½,-4½
154,20151116,/betting-odds/nba-basketball/2882615/odds/,Memphis,Oklahoma City,-125,+105,+1½,-1½
155,20151116,/betting-odds/nba-basketball/2882616/odds/,San Antonio,Portland,+230,-270,+12½,-12½
156,20151116,/betting-odds/nba-basketball/2882617/odds/,Phoenix,L.A. Lakers,+290,-350,+11½,-11½
157,20151117,/betting-odds/nba-basketball/2882618/odds/,Washington,Milwaukee,-190,+165,+4,-4
158,20151117,/betting-odds/nba-basketball/2882620/odds/,Brooklyn,Atlanta,-190,+165,-3½,+3½
159,20151117,/betting-odds/nba-basketball/2882622/odds/,Miami,Minnesota,+205,-245,+9,-9
160,20151117,/betting-odds/nba-basketball/2882621/odds/,Detroit,Cleveland,-200,+170,-5,+5
161,20151117,/betting-odds/nba-basketball/2882619/odds/,New York,Charlotte,-,-,-1,+1
162,20151117,/betting-odds/nba-basketball/2882623/odds/,New Orleans,Denver,-120,+100,+6,-6
163,20151117,/betting-odds/nba-basketball/2882624/odds/,Golden State,Toronto,+100,-120,+8½,-8½
164,20151118,/betting-odds/nba-basketball/2882626/odds/,Philadelphia,Indiana,+115,-135,-7,+7
165,20151118,/betting-odds/nba-basketball/2882625/odds/,Orlando,Minnesota,+325,-400,+3,-3
166,20151118,/betting-odds/nba-basketball/2882627/odds/,Charlotte,Brooklyn,+240,-280,+7,-7
167,20151118,/betting-odds/nba-basketball/2882628/odds/,Boston,Dallas,-120,+100,+5,-5
168,20151118,/betting-odds/nba-basketball/2882631/odds/,Oklahoma City,New Orleans,+245,-290,+11,-11
169,20151118,/betting-odds/nba-basketball/2882630/odds/,Houston,Portland,+305,-365,+7,-7
170,20151118,/betting-odds/nba-basketball/2882629/odds/,Atlanta,Sacramento,-145,+125,+2½,-2½
171,20151118,/betting-odds/nba-basketball/2882632/odds/,San Antonio,Denver,+265,-325,+13½,-13½
172,20151118,/betting-odds/nba-basketball/2882633/odds/,Utah,Toronto,+165,-190,+4½,-4½
173,20151118,/betting-odds/nba-basketball/2882634/odds/,Phoenix,Chicago,+160,-185,+2½,-2½
174,20151119,/betting-odds/nba-basketball/2882635/odds/,Miami,Sacramento,+160,-185,+7½,-7½
175,20151119,/betting-odds/nba-basketball/2882636/odds/,Cleveland,Milwaukee,+105,-125,+9½,-9½
176,20151119,/betting-odds/nba-basketball/2882637/odds/,L.A. Clippers,Golden State,-420,+335,-7,+7
177,20151120,/betting-odds/nba-basketball/2882638/odds/,Charlotte,Philadelphia,+120,-140,+11,-11
178,20151120,/betting-odds/nba-basketball/2882639/odds/,Boston,Brooklyn,-130,+110,+8½,-8½
179,20151120,/betting-odds/nba-basketball/2882643/odds/,Minnesota,Detroit,-230,+190,-1,+1
180,20151120,/betting-odds/nba-basketball/2882642/odds/,Oklahoma City,New York,+300,-360,-7,+7
181,20151120,/betting-odds/nba-basketball/2882640/odds/,New Orleans,San Antonio,-325,+265,-9,+9
182,20151120,/betting-odds/nba-basketball/2882641/odds/,Memphis,Houston,-190,+165,+4½,-4½
183,20151120,/betting-odds/nba-basketball/2882644/odds/,Dallas,Utah,-210,+175,+2,-2
184,20151120,/betting-odds/nba-basketball/2882645/odds/,Denver,Phoenix,-480,+383,-2½,+2½
185,20151120,/betting-odds/nba-basketball/2882646/odds/,Portland,L.A. Clippers,-180,+158,-3½,+3½
186,20151120,/betting-odds/nba-basketball/2882648/odds/,Golden State,Chicago,+250,-300,+8,-8
187,20151120,/betting-odds/nba-basketball/2882647/odds/,L.A. Lakers,Toronto,-280,+240,-6,+6
188,20151121,/betting-odds/nba-basketball/2882649/odds/,Orlando,Sacramento,+170,-200,-,-110
189,20151121,/betting-odds/nba-basketball/2882650/odds/,Indiana,Milwaukee,+130,-150,+5,-5
190,20151121,/betting-odds/nba-basketball/2882653/odds/,Cleveland,Atlanta,-140,+120,+5½,-5½
191,20151121,/betting-odds/nba-basketball/2882651/odds/,Detroit,Washington,-125,+105,+3,-3
192,20151121,/betting-odds/nba-basketball/2882652/odds/,Miami,Philadelphia,+575,-850,+14,-14
193,20151121,/betting-odds/nba-basketball/2882654/odds/,Houston,New York,+180,-220,+4½,-4½
194,20151121,/betting-odds/nba-basketball/2882655/odds/,San Antonio,Memphis,-120,+100,+7½,-7½
195,20151122,/betting-odds/nba-basketball/2882656/odds/,L.A. Clippers,Toronto,+475,-650,+6,-6
196,20151122,/betting-odds/nba-basketball/2882658/odds/,New Orleans,Phoenix,-,-,+1,-1
197,20151122,/betting-odds/nba-basketball/2882657/odds/,Brooklyn,Boston,-525,+415,-5,+5
198,20151122,/betting-odds/nba-basketball/2882659/odds/,Oklahoma City,Dallas,-130,+110,+5½,-5½
199,20151122,/betting-odds/nba-basketball/2882660/odds/,Denver,Golden State,-320,+260,-10½,+10½
200,20151122,/betting-odds/nba-basketball/2882661/odds/,L.A. Lakers,Portland,-120,+100,-3,+3
201,20151123,/betting-odds/nba-basketball/2882662/odds/,Cleveland,Orlando,+180,-220,+9½,-9½
202,20151123,/betting-odds/nba-basketball/2882663/odds/,Charlotte,Sacramento,+135,-155,+5,-5
203,20151123,/betting-odds/nba-basketball/2882664/odds/,Miami,New York,-200,+170,+5,-5
204,20151123,/betting-odds/nba-basketball/2882665/odds/,Minnesota,Philadelphia,+243,-285,+7,-7
205,20151123,/betting-odds/nba-basketball/2882666/odds/,Milwaukee,Detroit,-280,+240,-2,+2
206,20151123,/betting-odds/nba-basketball/2882667/odds/,San Antonio,Phoenix,+158,-180,+8½,-8½
207,20151123,/betting-odds/nba-basketball/2882668/odds/,Utah,Oklahoma City,+250,-300,+3½,-3½
208,20151124,/betting-odds/nba-basketball/2882669/odds/,Washington,Indiana,+160,-185,+2,-2
209,20151124,/betting-odds/nba-basketball/2882670/odds/,Atlanta,Boston,-140,+120,+3½,-3½
210,20151124,/betting-odds/nba-basketball/2882671/odds/,Memphis,Dallas,-155,+135,+3,-3
211,20151124,/betting-odds/nba-basketball/2882672/odds/,Denver,L.A. Clippers,-185,+160,-7,+7
212,20151124,/betting-odds/nba-basketball/2882673/odds/,Portland,Chicago,+120,-140,-2,+2
213,20151124,/betting-odds/nba-basketball/2882674/odds/,Golden State,L.A. Lakers,+250,-300,+17,-17
214,20151125,/betting-odds/nba-basketball/2882675/odds/,Orlando,New York,-175,+155,+1½,-1½
215,20151125,/betting-odds/nba-basketball/2882676/odds/,Charlotte,Washington,+110,-130,+2½,-2½
216,20151125,/betting-odds/nba-basketball/2882679/odds/,Boston,Philadelphia,+425,-550,+10½,-10½
217,20151125,/betting-odds/nba-basketball/2882678/odds/,Detroit,Miami,-230,+190,-1,+1
218,20151125,/betting-odds/nba-basketball/2882677/odds/,Toronto,Cleveland,-165,+145,-1½,+1½
219,20151125,/betting-odds/nba-basketball/2882682/odds/,Houston,Memphis,+160,-185,+3½,-3½
220,20151125,/betting-odds/nba-basketball/2882680/odds/,Milwaukee,Sacramento,+170,-200,+5,-5
221,20151125,/betting-odds/nba-basketball/2882681/odds/,Oklahoma City,Brooklyn,+325,-400,+12½,-12½
222,20151125,/betting-odds/nba-basketball/2882683/odds/,Minnesota,Atlanta,-165,+145,-2,+2
223,20151125,/betting-odds/nba-basketball/2882684/odds/,San Antonio,Dallas,+220,-260,+9,-9
224,20151125,/betting-odds/nba-basketball/2882685/odds/,Phoenix,New Orleans,+140,-160,+4½,-4½
225,20151125,/betting-odds/nba-basketball/2882686/odds/,L.A. Clippers,Utah,+160,-185,+4½,-4½
226,20151127,/betting-odds/nba-basketball/2882688/odds/,Orlando,Milwaukee,-,-,+4,-4
227,20151127,/betting-odds/nba-basketball/2882687/odds/,Charlotte,Cleveland,-190,+165,-4,+4
228,20151127,/betting-odds/nba-basketball/2882690/odds/,New York,Miami,-125,+105,-1½,+1½
229,20151127,/betting-odds/nba-basketball/2882689/odds/,Boston,Washington,-190,+165,+3½,-3½
230,20151127,/betting-odds/nba-basketball/2882692/odds/,Houston,Philadelphia,+180,-220,+10½,-10½
231,20151127,/betting-odds/nba-basketball/2882691/odds/,Memphis,Atlanta,+100,-120,+3,-3
232,20151127,/betting-odds/nba-basketball/2882693/odds/,Oklahoma City,Detroit,+350,-440,+7½,-7½
233,20151127,/betting-odds/nba-basketball/2882694/odds/,Indiana,Chicago,-135,+115,+2½,-2½
234,20151127,/betting-odds/nba-basketball/2882695/odds/,Denver,San Antonio,-210,+175,-9½,+9½
235,20151127,/betting-odds/nba-basketball/2882696/odds/,Phoenix,Golden State,+100,-120,-8½,+8½
236,20151127,/betting-odds/nba-basketball/2882697/odds/,Sacramento,Minnesota,+170,-200,+2,-2
237,20151127,/betting-odds/nba-basketball/2882698/odds/,L.A. Clippers,New Orleans,-190,+165,+6½,-6½
238,20151128,/betting-odds/nba-basketball/2882699/odds/,Washington,Toronto,-230,+190,-2½,+2½
239,20151128,/betting-odds/nba-basketball/2882700/odds/,Cleveland,Brooklyn,+315,-380,+10,-10
240,20151128,/betting-odds/nba-basketball/2882702/odds/,San Antonio,Atlanta,-130,+110,+7½,-7½
241,20151128,/betting-odds/nba-basketball/2882701/odds/,Dallas,Denver,+315,-380,+9,-9
242,20151128,/betting-odds/nba-basketball/2882703/odds/,Utah,New Orleans,-,-,+8,-8
243,20151128,/betting-odds/nba-basketball/2882704/odds/,Portland,L.A. Lakers,+100,-120,+8,-8
244,20151128,/betting-odds/nba-basketball/2882705/odds/,Golden State,Sacramento,+325,-400,+14,-14
245,20151129,/betting-odds/nba-basketball/2882706/odds/,Charlotte,Milwaukee,+100,-120,+6½,-6½
246,20151129,/betting-odds/nba-basketball/2882707/odds/,L.A. Clippers,Minnesota,+158,-180,+9,-9
247,20151129,/betting-odds/nba-basketball/2882711/odds/,Toronto,Phoenix,+150,-170,+5,-5
248,20151129,/betting-odds/nba-basketball/2882710/odds/,Brooklyn,Detroit,-135,+115,-4,+4
249,20151129,/betting-odds/nba-basketball/2882708/odds/,Memphis,Philadelphia,+315,-380,+11½,-11½
250,20151129,/betting-odds/nba-basketball/2882709/odds/,Orlando,Boston,-200,+170,-1½,+1½
251,20151129,/betting-odds/nba-basketball/2882712/odds/,New York,Houston,-310,+255,-1½,+1½
252,20151129,/betting-odds/nba-basketball/2882713/odds/,L.A. Lakers,Indiana,-150,+130,-9½,+9½
253,20151130,/betting-odds/nba-basketball/2882714/odds/,Miami,Boston,+175,-210,+5,-5
254,20151130,/betting-odds/nba-basketball/2882715/odds/,Detroit,Houston,-190,+165,+4,-4
255,20151130,/betting-odds/nba-basketball/2882716/odds/,Chicago,San Antonio,-190,+165,-3½,+3½
256,20151130,/betting-odds/nba-basketball/2882718/odds/,Milwaukee,Denver,+125,-145,+3,-3
257,20151130,/betting-odds/nba-basketball/2882717/odds/,Atlanta,Oklahoma City,-155,+135,-1½,+1½
258,20151130,/betting-odds/nba-basketball/2882719/odds/,Utah,Golden State,-190,+165,-7,+7
259,20151130,/betting-odds/nba-basketball/2882720/odds/,Sacramento,Dallas,+115,-135,-3,+3
260,20151130,/betting-odds/nba-basketball/2882721/odds/,L.A. Clippers,Portland,+225,-265,+7½,-7½
261,20151201,/betting-odds/nba-basketball/2882722/odds/,Cleveland,Washington,+415,-525,+9½,-9½
262,20151201,/betting-odds/nba-basketball/2882723/odds/,Philadelphia,L.A. Lakers,+168,-195,-1½,+1½
263,20151201,/betting-odds/nba-basketball/2882724/odds/,Brooklyn,Phoenix,-280,+240,-3,+3
264,20151201,/betting-odds/nba-basketball/2882725/odds/,New Orleans,Memphis,-,-,+1,-1
265,20151201,/betting-odds/nba-basketball/2882726/odds/,Minnesota,Orlando,+205,-245,+1½,-1½
266,20151201,/betting-odds/nba-basketball/2882727/odds/,Portland,Dallas,+100,-120,PK,PK
267,20151202,/betting-odds/nba-basketball/2882729/odds/,Washington,L.A. Lakers,-,-,+10,-10
