,Start,Away,A-Pts-F,Home,H-Pts-F,Box,OT?,Attend.,Link
5009,9:30p,Minnesota Timberwolves,86,Denver Nuggets,107,Box Score,,"19,713",/boxscores/200404240DEN.html
5010,1:00p,Indiana Pacers,90,Boston Celtics,75,Box Score,,"16,389",/boxscores/200404250BOS.html
5011,3:30p,Los Angeles Lakers,92,Houston Rockets,88,Box Score,OT,"18,219",/boxscores/200404250HOU.html
5012,7:00p,New Jersey Nets,100,New York Knicks,94,Box Score,,"19,763",/boxscores/200404250NYK.html
5013,9:30p,San Antonio Spurs,110,Memphis Grizzlies,97,Box Score,,"19,351",/boxscores/200404250MEM.html
5014,7:00p,Detroit Pistons,109,Milwaukee Bucks,92,Box Score,,"17,316",/boxscores/200404260MIL.html
5015,9:30p,Sacramento Kings,94,Dallas Mavericks,92,Box Score,,"20,677",/boxscores/200404260DAL.html
5016,8:00p,Miami Heat,85,New Orleans Hornets,96,Box Score,,"16,009",/boxscores/200404270NOH.html
5017,10:30p,Minnesota Timberwolves,84,Denver Nuggets,82,Box Score,,"19,694",/boxscores/200404270DEN.html
5018,10:00p,Houston Rockets,78,Los Angeles Lakers,97,Box Score,,"18,997",/boxscores/200404280LAL.html
5019,8:00p,Milwaukee Bucks,77,Detroit Pistons,91,Box Score,,"22,076",/boxscores/200404290DET.html
5020,10:30p,Dallas Mavericks,118,Sacramento Kings,119,Box Score,,"17,317",/boxscores/200404290SAC.html
5021,7:00p,New Orleans Hornets,83,Miami Heat,87,Box Score,,"20,147",/boxscores/200404300MIA.html
5022,9:30p,Denver Nuggets,91,Minnesota Timberwolves,102,Box Score,,"19,890",/boxscores/200404300MIN.html
5023,1:00p,Miami Heat,83,New Orleans Hornets,89,Box Score,,"17,297",/boxscores/200405020NOH.html
5024,3:30p,Los Angeles Lakers,78,San Antonio Spurs,88,Box Score,,"18,797",/boxscores/200405020SAS.html
5025,8:00p,New Jersey Nets,56,Detroit Pistons,78,Box Score,,"22,076",/boxscores/200405030DET.html
5026,7:00p,New Orleans Hornets,77,Miami Heat,85,Box Score,,"20,286",/boxscores/200405040MIA.html
5027,9:30p,Sacramento Kings,104,Minnesota Timberwolves,98,Box Score,,"18,792",/boxscores/200405040MIN.html
5028,9:00p,Los Angeles Lakers,85,San Antonio Spurs,95,Box Score,,"18,797",/boxscores/200405050SAS.html
5029,9:00p,Miami Heat,81,Indiana Pacers,94,Box Score,,"18,345",/boxscores/200405060IND.html
5030,8:00p,New Jersey Nets,80,Detroit Pistons,95,Box Score,,"22,076",/boxscores/200405070DET.html
5031,7:00p,Miami Heat,80,Indiana Pacers,91,Box Score,,"18,345",/boxscores/200405080IND.html
5032,9:30p,Sacramento Kings,89,Minnesota Timberwolves,94,Box Score,,"19,599",/boxscores/200405080MIN.html
5033,3:30p,San Antonio Spurs,81,Los Angeles Lakers,105,Box Score,,"18,997",/boxscores/200405090LAL.html
5034,8:00p,Detroit Pistons,64,New Jersey Nets,82,Box Score,,"19,000",/boxscores/200405090NJN.html
5035,8:00p,Indiana Pacers,87,Miami Heat,94,Box Score,,"20,115",/boxscores/200405100MIA.html
5036,10:30p,Minnesota Timberwolves,114,Sacramento Kings,113,Box Score,OT,"17,317",/boxscores/200405100SAC.html
5037,8:00p,Detroit Pistons,79,New Jersey Nets,94,Box Score,,"19,860",/boxscores/200405110NJN.html
5038,10:30p,San Antonio Spurs,90,Los Angeles Lakers,98,Box Score,,"18,997",/boxscores/200405110LAL.html
5039,8:00p,Indiana Pacers,88,Miami Heat,100,Box Score,,"20,128",/boxscores/200405120MIA.html
5040,10:30p,Minnesota Timberwolves,81,Sacramento Kings,87,Box Score,,"17,317",/boxscores/200405120SAC.html
5041,8:00p,Los Angeles Lakers,74,San Antonio Spurs,73,Box Score,,"18,797",/boxscores/200405130SAS.html
5042,7:00p,New Jersey Nets,127,Detroit Pistons,120,Box Score,3OT,"22,076",/boxscores/200405140DET.html
5043,9:30p,Sacramento Kings,74,Minnesota Timberwolves,86,Box Score,,"19,818",/boxscores/200405140MIN.html
5044,8:00p,Miami Heat,83,Indiana Pacers,94,Box Score,,"18,345",/boxscores/200405150IND.html
5045,10:30p,San Antonio Spurs,76,Los Angeles Lakers,88,Box Score,,"18,997",/boxscores/200405150LAL.html
5046,3:30p,Minnesota Timberwolves,87,Sacramento Kings,104,Box Score,,"17,317",/boxscores/200405160SAC.html
5047,8:00p,Detroit Pistons,81,New Jersey Nets,75,Box Score,,"19,968",/boxscores/200405160NJN.html
5048,8:00p,Indiana Pacers,73,Miami Heat,70,Box Score,,"20,136",/boxscores/200405180MIA.html
5049,8:30p,Sacramento Kings,80,Minnesota Timberwolves,83,Box Score,,"19,944",/boxscores/200405190MIN.html
5050,8:00p,New Jersey Nets,69,Detroit Pistons,90,Box Score,,"22,076",/boxscores/200405200DET.html
5051,9:00p,Los Angeles Lakers,97,Minnesota Timberwolves,88,Box Score,,"19,552",/boxscores/200405210MIN.html
5052,8:00p,Detroit Pistons,74,Indiana Pacers,78,Box Score,,"18,345",/boxscores/200405220IND.html
5053,8:30p,Los Angeles Lakers,71,Minnesota Timberwolves,89,Box Score,,"19,707",/boxscores/200405230MIN.html
5054,8:00p,Detroit Pistons,72,Indiana Pacers,67,Box Score,,"18,345",/boxscores/200405240IND.html
5055,9:00p,Minnesota Timberwolves,89,Los Angeles Lakers,100,Box Score,,"18,997",/boxscores/200405250LAL.html
5056,8:30p,Indiana Pacers,78,Detroit Pistons,85,Box Score,,"22,076",/boxscores/200405260DET.html
5057,9:00p,Minnesota Timberwolves,85,Los Angeles Lakers,92,Box Score,,"18,997",/boxscores/200405270LAL.html
5058,8:00p,Indiana Pacers,83,Detroit Pistons,68,Box Score,,"22,076",/boxscores/200405280DET.html
5059,8:30p,Los Angeles Lakers,96,Minnesota Timberwolves,98,Box Score,,"20,109",/boxscores/200405290MIN.html
5060,8:00p,Detroit Pistons,83,Indiana Pacers,65,Box Score,,"18,345",/boxscores/200405300IND.html
5061,9:00p,Minnesota Timberwolves,90,Los Angeles Lakers,96,Box Score,,"18,997",/boxscores/200405310LAL.html
5062,8:00p,Indiana Pacers,65,Detroit Pistons,69,Box Score,,"22,076",/boxscores/200406010DET.html
5063,9:00p,Detroit Pistons,87,Los Angeles Lakers,75,Box Score,,"18,997",/boxscores/200406060LAL.html
5064,9:00p,Detroit Pistons,91,Los Angeles Lakers,99,Box Score,OT,"18,997",/boxscores/200406080LAL.html
5065,9:00p,Los Angeles Lakers,68,Detroit Pistons,88,Box Score,,"22,076",/boxscores/200406100DET.html
5066,9:00p,Los Angeles Lakers,80,Detroit Pistons,88,Box Score,,"22,076",/boxscores/200406130DET.html
5067,9:00p,Los Angeles Lakers,87,Detroit Pistons,100,Box Score,,"22,076",/boxscores/200406150DET.html
